TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster_Final
147.4,42.0,259.0,1.0,6797.71,Debit,San Jose,Branch,Engineer,1.0
202.11,27.0,18.0,1.0,746.47,Debit,Memphis,ATM,Student,2.0
308.42,75.0,39.0,1.0,5427.81,Debit,Nashville,Branch,Retired,0.0
11.18,53.0,144.0,1.0,7467.300000000001,Debit,Miami,ATM,Engineer,1.0
294.15,38.0,136.0,1.0,6362.16,Debit,Fresno,Online,Engineer,1.0
29.58,54.0,121.0,1.0,8345.26,Debit,Colorado Springs,Branch,Engineer,1.0
139.45,27.0,30.999999999999996,1.0,1305.76,Debit,Boston,Online,Student,2.0
432.63,29.0,137.0,1.0,13648.36,Debit,Colorado Springs,ATM,Doctor,3.0
131.43,43.0,65.0,1.0,1337.5,Debit,Charlotte,Online,Doctor,3.0
516.72,42.0,128.0,1.0,2015.6900000000003,Debit,Mesa,ATM,Engineer,1.0
374.5,26.0,178.0,1.0,1671.51,Credit,San Francisco,Branch,Student,2.0
166.13,68.0,227.0,1.0,11822.53,Debit,Omaha,ATM,Doctor,3.0
626.9,23.0,146.0,1.0,587.1099999999999,Debit,Chicago,ATM,Student,2.0
466.85,56.0,165.0,1.0,5422.53,Debit,Austin,Branch,Retired,0.0
788.84,58.0,231.0,1.0,1913.73,Debit,Phoenix,Online,Retired,0.0
873.65,37.0,59.00000000000001,1.0,12139.83,Credit,Oklahoma City,Online,Doctor,3.0
525.28,69.0,134.0,1.0,4693.6,Debit,Colorado Springs,ATM,Retired,0.0
110.17,30.0,137.0,1.0,464.2,Debit,Raleigh,ATM,Engineer,1.0
632.69,80.0,75.99999999999999,1.0,4363.74,Debit,Denver,ATM,Retired,0.0
124.35,72.0,90.0,1.0,3319.76,Debit,Oklahoma City,ATM,Retired,0.0
43.85,62.0,122.0,1.0,4356.98,Debit,Fresno,ATM,Retired,0.0
283.81,28.0,29.000000000000004,1.0,1519.35,Debit,San Diego,Branch,Student,2.0
168.53,71.0,112.0,1.0,5962.58,Debit,San Francisco,ATM,Retired,0.0
218.59,40.0,123.0,1.0,6699.23,Credit,Denver,Branch,Engineer,1.0
132.84,21.0,143.0,1.0,822.73,Debit,Oklahoma City,ATM,Student,2.0
157.37,42.0,289.0,1.0,13964.31,Credit,Dallas,Branch,Doctor,3.0
144.77,20.0,159.0,1.0,867.3199999999999,Debit,Albuquerque,Online,Student,2.0
643.22,64.0,93.0,1.0,1035.86,Debit,Atlanta,ATM,Doctor,3.0
208.07,32.0,36.0,1.0,8478.9,Debit,Oklahoma City,Online,Doctor,3.0
94.3,57.0,57.0,1.0,11088.95,Debit,Phoenix,Branch,Doctor,3.0
295.5,59.0,36.0,1.0,6280.66,Debit,Mesa,ATM,Retired,0.0
30.229999999999997,44.0,99.0,1.0,481.13,Debit,Austin,ATM,Doctor,3.0
112.05,26.0,159.0,1.0,1122.88,Credit,Phoenix,ATM,Student,2.0
180.24,58.0,144.0,1.0,8431.23,Debit,Phoenix,Branch,Engineer,1.0
13.71,38.0,148.0,1.0,8342.79,Credit,Denver,Online,Engineer,1.0
96.54,58.0,95.0,1.0,7182.22,Debit,New York,Branch,Retired,0.0
79.35,67.0,70.0,1.0,1692.15,Debit,Los Angeles,Online,Retired,0.0
101.04,27.0,160.0,1.0,1695.57,Debit,San Antonio,ATM,Student,2.0
74.42,49.0,68.00000000000001,1.0,6264.21,Debit,El Paso,Online,Engineer,1.0
39.66,52.0,169.0,1.0,8497.34,Debit,Virginia Beach,Branch,Engineer,1.0
99.36,40.0,45.99999999999999,1.0,1272.12,Debit,Seattle,ATM,Doctor,3.0
123.85,56.0,244.0,1.0,3959.62,Debit,Las Vegas,Online,Engineer,1.0
426.93,19.0,247.99999999999997,1.0,476.18999999999994,Debit,Omaha,ATM,Student,2.0
133.73,25.0,123.0,1.0,1872.2200000000003,Credit,San Jose,Online,Student,2.0
222.39,49.0,73.0,1.0,3117.39,Debit,Virginia Beach,Online,Engineer,1.0
215.94,22.0,140.0,1.0,1841.69,Credit,Virginia Beach,Online,Student,2.0
826.23,29.0,209.0,1.0,7580.590000000001,Debit,Colorado Springs,ATM,Doctor,3.0
416.37,35.0,67.0,1.0,7936.91,Debit,Columbus,Online,Engineer,1.0
131.46,67.0,258.0,1.0,6642.33,Debit,Charlotte,Branch,Retired,0.0
202.86,61.0,149.0,1.0,7642.250000000001,Credit,Memphis,Branch,Doctor,3.0
268.39,26.0,171.0,1.0,136.74,Debit,Miami,ATM,Student,2.0
137.35,40.0,220.0,1.0,12662.66,Credit,Sacramento,Online,Doctor,3.0
712.75,44.0,25.000000000000004,1.0,8126.0599999999995,Debit,Philadelphia,Branch,Doctor,3.0
353.82,42.0,143.0,1.0,705.7499999999999,Debit,Milwaukee,ATM,Doctor,3.0
507.25000000000006,73.0,143.0,1.0,5331.57,Debit,Washington,Branch,Retired,0.0
212.74,27.0,128.0,1.0,7645.469999999999,Debit,Seattle,Branch,Engineer,1.0
364.42,51.0,146.0,1.0,8119.73,Debit,Colorado Springs,ATM,Engineer,1.0
195.12,46.0,144.0,1.0,6101.15,Debit,Louisville,ATM,Doctor,3.0
230.61,80.0,204.0,1.0,2561.42,Debit,Raleigh,Branch,Retired,0.0
739.28,58.0,47.0,1.0,11905.64,Credit,Tucson,Branch,Doctor,3.0
390.35,64.0,61.00000000000001,1.0,7095.88,Credit,Omaha,ATM,Doctor,3.0
242.03000000000003,58.0,123.99999999999999,1.0,4382.73,Debit,Dallas,Online,Engineer,1.0
242.39000000000001,18.0,271.0,1.0,1328.73,Credit,San Antonio,ATM,Student,2.0
135.03,23.0,180.0,1.0,1278.0,Debit,San Francisco,ATM,Student,2.0
193.54,80.0,267.0,1.0,2929.51,Debit,Oklahoma City,Branch,Retired,0.0
617.36,29.0,61.00000000000001,1.0,8926.38,Debit,Kansas City,Branch,Engineer,1.0
775.23,59.0,37.99999999999999,1.0,5977.59,Credit,Albuquerque,Online,Doctor,3.0
266.57,72.0,100.00000000000001,1.0,7676.92,Debit,El Paso,ATM,Retired,0.0
153.4,45.0,144.0,1.0,4657.7,Debit,Mesa,ATM,Engineer,1.0
5.12,34.0,90.0,1.0,3293.01,Debit,New York,Branch,Engineer,1.0
119.11,57.0,131.0,1.0,7998.25,Debit,Detroit,ATM,Engineer,1.0
119.72,30.0,123.0,1.0,3435.34,Debit,Tucson,Branch,Engineer,1.0
107.4,58.0,32.0,1.0,344.07,Debit,Virginia Beach,Online,Doctor,3.0
115.92,53.0,57.0,1.0,3897.17,Debit,Raleigh,ATM,Retired,0.0
438.04,67.0,247.0,1.0,5358.95,Debit,Philadelphia,ATM,Retired,0.0
677.29,27.0,287.0,1.0,627.79,Debit,Houston,Online,Engineer,1.0
296.0,35.0,247.99999999999997,1.0,7418.82,Debit,Las Vegas,Branch,Doctor,3.0
299.09,36.0,84.00000000000001,1.0,5615.26,Credit,Boston,Branch,Engineer,1.0
461.52,24.0,44.0,1.0,1995.1799999999998,Credit,Denver,Branch,Student,2.0
100.52,50.0,110.0,1.0,453.39,Debit,Las Vegas,ATM,Engineer,1.0
85.35,66.0,166.0,1.0,2173.76,Debit,Washington,ATM,Retired,0.0
79.76,39.0,170.0,1.0,6452.14,Debit,Raleigh,Branch,Engineer,1.0
778.49,75.0,107.0,1.0,7713.67,Credit,Omaha,Online,Retired,0.0
386.38,42.0,135.0,1.0,5528.36,Debit,Phoenix,Online,Engineer,1.0
165.25,35.0,106.0,1.0,9939.94,Debit,Sacramento,Online,Doctor,3.0
14.29,34.0,150.0,1.0,7016.99,Debit,Los Angeles,ATM,Engineer,1.0
232.79,55.0,145.0,1.0,2661.3,Credit,Indianapolis,Branch,Retired,0.0
92.29,54.0,115.0,1.0,2026.3199999999997,Debit,Albuquerque,Branch,Engineer,1.0
293.97,68.0,153.0,1.0,7371.85,Debit,Phoenix,Branch,Retired,0.0
136.32,19.0,113.0,1.0,264.83,Debit,Miami,Online,Student,2.0
251.06,36.0,34.0,1.0,10001.66,Debit,Colorado Springs,Online,Doctor,3.0
50.17,77.0,35.0,1.0,7752.140000000001,Credit,Sacramento,ATM,Retired,0.0
21.4,34.0,258.0,1.0,9594.11,Debit,Fresno,Branch,Engineer,1.0
73.28,21.0,21.000000000000004,1.0,1329.41,Debit,Boston,Branch,Student,2.0
70.23,38.0,260.0,1.0,11624.93,Debit,Memphis,ATM,Doctor,3.0
689.29,22.0,100.00000000000001,1.0,168.84,Debit,El Paso,ATM,Student,2.0
745.03,28.0,231.0,1.0,160.57,Debit,Fort Worth,Online,Student,2.0
54.61,58.0,160.0,1.0,7135.64,Debit,Milwaukee,ATM,Engineer,1.0
54.05,27.0,146.0,1.0,469.13999999999993,Debit,Louisville,Branch,Student,2.0
107.47,67.0,144.0,1.0,7517.499999999999,Debit,Austin,Online,Retired,0.0
219.63,48.0,44.0,1.0,8013.63,Debit,Charlotte,ATM,Doctor,3.0
188.7,54.0,123.0,1.0,5077.06,Debit,New York,Branch,Retired,0.0
93.52,51.0,97.0,1.0,2791.2,Debit,Philadelphia,Online,Engineer,1.0
275.92,62.0,107.0,1.0,1777.38,Credit,Nashville,Branch,Retired,0.0
376.79,68.0,265.0,1.0,7749.14,Debit,Milwaukee,Branch,Retired,0.0
8.98,66.0,56.0,1.0,4516.76,Debit,Detroit,Online,Retired,0.0
697.32,68.0,91.0,1.0,2016.0200000000002,Debit,Atlanta,Online,Retired,0.0
17.45,18.0,88.0,1.0,1959.52,Debit,Omaha,ATM,Student,2.0
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,Branch,Student,2.0
623.9,27.0,249.0,1.0,711.4699999999999,Debit,San Jose,ATM,Student,2.0
63.41,26.0,36.0,1.0,1546.22,Debit,Fort Worth,ATM,Student,2.0
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,ATM,Doctor,3.0
71.95,59.0,53.00000000000001,1.0,9267.32,Credit,Omaha,Online,Engineer,1.0
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,Online,Retired,0.0
206.46,65.0,279.0,1.0,3984.38,Debit,Virginia Beach,ATM,Retired,0.0
423.11,60.0,47.0,1.0,412.78,Debit,Columbus,ATM,Engineer,1.0
35.84,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,Online,Retired,0.0
88.6,28.0,105.0,1.0,246.57,Credit,Raleigh,Branch,Student,2.0
22.46,54.0,78.0,1.0,6631.5,Debit,New York,Online,Retired,0.0
334.89,21.0,260.0,1.0,1661.68,Debit,Fort Worth,Online,Student,2.0
319.27,54.0,59.00000000000001,1.0,5504.01,Credit,Omaha,Online,Retired,0.0
144.3,18.0,88.0,1.0,312.19,Debit,Oklahoma City,ATM,Student,2.0
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,Branch,Retired,0.0
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,ATM,Doctor,3.0
99.11,55.0,12.0,1.0,5414.87,Debit,Philadelphia,Online,Retired,0.0
539.35,55.0,127.0,1.0,3919.4399999999996,Debit,Milwaukee,ATM,Retired,0.0
188.99,58.0,91.99999999999999,1.0,7315.34,Debit,Oklahoma City,Branch,Engineer,1.0
710.14,26.0,227.0,1.0,465.62999999999994,Debit,El Paso,ATM,Student,2.0
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,Online,Doctor,3.0
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,ATM,Retired,0.0
0.99,45.0,133.0,1.0,4317.85,Debit,Los Angeles,ATM,Engineer,1.0
66.58,23.0,79.0,1.0,1636.32,Debit,Raleigh,Branch,Student,2.0
223.43,77.0,178.0,1.0,7932.410000000001,Debit,Dallas,Branch,Retired,0.0
659.95,60.0,114.0,1.0,3927.6900000000005,Debit,Detroit,Online,Engineer,1.0
634.86,27.0,45.0,1.0,588.4999999999999,Debit,Chicago,ATM,Student,2.0
286.5,30.0,60.00000000000001,1.0,8517.95,Credit,Boston,Branch,Engineer,1.0
322.96,76.0,168.00000000000003,1.0,2401.59,Credit,Philadelphia,Branch,Retired,0.0
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,Branch,Student,2.0
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,Branch,Doctor,3.0
120.90000000000002,40.0,52.00000000000001,1.0,9009.42,Debit,Tucson,Branch,Doctor,3.0
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,Branch,Engineer,1.0
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,Online,Retired,0.0
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,ATM,Engineer,1.0
3.42,43.0,158.0,1.0,14180.21,Credit,San Antonio,Online,Doctor,3.0
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,Online,Doctor,3.0
493.4200000000001,39.0,111.0,1.0,2232.84,Debit,Baltimore,Branch,Engineer,1.0
37.57,57.0,42.00000000000001,1.0,7739.54,Debit,El Paso,ATM,Retired,0.0
96.89,59.0,53.00000000000001,1.0,6044.93,Debit,Sacramento,ATM,Retired,0.0
448.33,25.0,161.0,1.0,922.19,Debit,Atlanta,ATM,Student,2.0
8.65,48.0,273.0,1.0,10778.35,Debit,Las Vegas,Online,Doctor,3.0
65.57,41.0,82.0,1.0,7513.79,Debit,Miami,Online,Engineer,1.0
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,Online,Engineer,1.0
363.53,63.0,142.0,1.0,1038.91,Debit,Kansas City,ATM,Retired,0.0
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,Branch,Retired,0.0
358.18,18.0,157.0,1.0,619.86,Debit,Boston,ATM,Student,2.0
167.2,30.0,84.00000000000001,1.0,11320.83,Debit,San Antonio,Branch,Doctor,3.0
121.90999999999998,60.0,133.0,1.0,14510.8,Debit,Chicago,Branch,Doctor,3.0
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,Online,Engineer,1.0
534.62,55.0,45.0,1.0,13793.53,Debit,Oklahoma City,Online,Doctor,3.0
463.92,50.0,199.0,1.0,2403.39,Debit,Mesa,Online,Engineer,1.0
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,Online,Retired,0.0
214.93,28.0,52.00000000000001,1.0,7835.4,Debit,Albuquerque,Online,Student,2.0
660.02,20.0,84.00000000000001,1.0,414.43,Debit,Nashville,Branch,Student,2.0
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,Branch,Engineer,1.0
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,ATM,Retired,0.0
42.55,53.0,29.000000000000004,1.0,7341.43,Debit,Seattle,Branch,Engineer,1.0
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,ATM,Student,2.0
40.57,26.0,63.0,1.0,1476.91,Debit,Columbus,Branch,Student,2.0
498.66999999999996,28.0,244.0,1.0,1719.97,Debit,Miami,Online,Student,2.0
227.22,53.0,220.0,1.0,832.82,Debit,El Paso,ATM,Doctor,3.0
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,Online,Retired,0.0
629.82,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,ATM,Retired,0.0
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,Online,Engineer,1.0
186.69,30.0,53.99999999999999,1.0,8602.22,Debit,New York,Branch,Engineer,1.0
230.46,19.0,179.0,1.0,162.53,Debit,Mesa,Online,Student,2.0
65.09,44.0,159.0,1.0,9370.9,Credit,Seattle,Online,Engineer,1.0
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,Online,Engineer,1.0
552.02,44.0,100.00000000000001,1.0,522.08,Credit,Chicago,ATM,Engineer,1.0
377.12,34.0,61.00000000000001,1.0,836.6699999999998,Debit,Houston,ATM,Engineer,1.0
204.56,18.0,179.0,1.0,364.72,Credit,San Diego,Branch,Student,2.0
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,Branch,Doctor,3.0
124.59,27.0,171.0,1.0,129.29,Debit,Charlotte,Branch,Student,2.0
73.88,39.0,34.0,1.0,6474.41,Debit,Charlotte,Online,Doctor,3.0
77.43,21.0,169.0,1.0,1380.21,Debit,Raleigh,Online,Student,2.0
245.93,54.0,172.0,1.0,7986.629999999999,Debit,Fresno,Branch,Engineer,1.0
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,ATM,Doctor,3.0
43.73,34.0,145.0,1.0,9929.43,Debit,Omaha,ATM,Doctor,3.0
2.03,33.0,28.0,1.0,3012.31,Credit,Detroit,ATM,Engineer,1.0
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,Online,Doctor,3.0
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,Branch,Doctor,3.0
356.1,26.0,187.0,1.0,868.35,Credit,Fort Worth,Branch,Student,2.0
27.07,80.0,39.0,1.0,3773.2899999999995,Credit,Virginia Beach,Branch,Retired,0.0
119.89,67.0,60.00000000000001,1.0,6697.77,Debit,Tucson,ATM,Doctor,3.0
106.39,37.0,281.0,1.0,9410.99,Debit,Virginia Beach,Online,Doctor,3.0
12.04,37.0,58.00000000000001,1.0,6213.32,Debit,Fort Worth,Online,Engineer,1.0
29.38,28.0,63.0,1.0,1663.31,Credit,Baltimore,Branch,Student,2.0
319.85,60.0,148.0,1.0,711.6599999999999,Debit,Denver,ATM,Doctor,3.0
350.14,75.0,37.99999999999999,1.0,2403.25,Credit,Los Angeles,Online,Retired,0.0
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,Branch,Retired,0.0
170.53,24.0,58.00000000000001,1.0,801.01,Debit,Oklahoma City,Branch,Student,2.0
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,ATM,Engineer,1.0
41.49,24.0,13.0,1.0,928.33,Debit,Albuquerque,Online,Student,2.0
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,Branch,Engineer,1.0
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,Branch,Retired,0.0
220.41,26.0,155.0,1.0,5116.98,Credit,El Paso,Online,Engineer,1.0
33.46,72.0,111.0,1.0,3641.07,Debit,Seattle,ATM,Retired,0.0
104.79,70.0,223.0,1.0,1352.19,Debit,Denver,ATM,Doctor,3.0
246.27000000000004,29.0,141.0,1.0,7299.86,Debit,Fresno,Online,Doctor,3.0
48.85,19.0,176.0,1.0,1503.56,Debit,Dallas,ATM,Student,2.0
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,ATM,Retired,0.0
118.1,54.0,167.0,1.0,895.6599999999999,Debit,Memphis,Online,Engineer,1.0
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,Branch,Doctor,3.0
295.64,21.0,82.0,1.0,1061.96,Debit,Jacksonville,Online,Student,2.0
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,Branch,Student,2.0
94.59,39.0,34.0,1.0,6171.89,Debit,Washington,Online,Doctor,3.0
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,Branch,Retired,0.0
54.25,68.0,37.0,1.0,14783.33,Debit,Virginia Beach,Online,Doctor,3.0
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,Online,Student,2.0
10.65,54.0,161.0,1.0,13240.72,Debit,Louisville,Online,Doctor,3.0
198.62,27.0,84.00000000000001,1.0,1196.07,Credit,Tucson,Branch,Student,2.0
107.03,27.0,73.0,1.0,1408.07,Debit,Miami,Branch,Student,2.0
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,Branch,Engineer,1.0
138.06,44.0,159.0,1.0,1070.47,Debit,Charlotte,Branch,Engineer,1.0
158.02,49.0,120.0,1.0,9374.24,Debit,New York,ATM,Engineer,1.0
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,Online,Retired,0.0
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,ATM,Retired,0.0
110.49,57.0,48.0,1.0,10483.93,Debit,Raleigh,Online,Doctor,3.0
329.4,34.0,68.00000000000001,1.0,9588.07,Debit,Denver,Online,Doctor,3.0
635.4,47.0,106.0,1.0,1238.11,Debit,Denver,ATM,Doctor,3.0
769.97,22.0,22.999999999999996,1.0,1244.93,Debit,San Diego,Branch,Student,2.0
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,Branch,Student,2.0
7.31,78.0,282.0,1.0,5757.67,Debit,Las Vegas,Branch,Retired,0.0
175.15,27.0,32.0,1.0,1712.65,Debit,Detroit,ATM,Student,2.0
121.82000000000001,60.0,119.0,1.0,13293.83,Debit,Dallas,Online,Doctor,3.0
56.12,30.0,102.0,1.0,8839.67,Debit,El Paso,ATM,Doctor,3.0
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,Online,Retired,0.0
35.16,32.0,130.0,1.0,8459.18,Debit,Chicago,Branch,Engineer,1.0
35.73,65.0,87.0,1.0,9073.17,Debit,Miami,Branch,Doctor,3.0
3.44,78.0,107.99999999999999,1.0,7561.33,Debit,Fort Worth,ATM,Retired,0.0
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,Online,Engineer,1.0
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,ATM,Engineer,1.0
115.11,28.0,139.0,1.0,9808.97,Debit,Albuquerque,Online,Engineer,1.0
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,ATM,Retired,0.0
420.76,51.0,75.99999999999999,1.0,6581.55,Debit,Miami,Branch,Retired,0.0
408.46,64.0,28.0,1.0,3140.79,Debit,Raleigh,Branch,Retired,0.0
342.17,21.0,247.0,1.0,461.83,Credit,New York,Branch,Student,2.0
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,ATM,Engineer,1.0
821.54,79.0,36.0,1.0,4040.3199999999997,Credit,Atlanta,Branch,Retired,0.0
253.47,20.0,238.0,1.0,220.51,Debit,Atlanta,Branch,Student,2.0
22.81,62.0,75.0,1.0,3634.76,Debit,New York,Online,Retired,0.0
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,Online,Engineer,1.0
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,Online,Retired,0.0
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,ATM,Retired,0.0
810.36,20.0,67.0,1.0,9239.12,Debit,Columbus,ATM,Student,2.0
9.83,24.0,86.0,1.0,666.42,Debit,Memphis,ATM,Student,2.0
135.57,51.0,116.00000000000001,1.0,11351.64,Credit,Boston,Branch,Doctor,3.0
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,ATM,Engineer,1.0
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,Branch,Engineer,1.0
100.99,68.0,114.0,1.0,8865.27,Debit,New York,ATM,Doctor,3.0
90.88,18.0,176.0,1.0,3908.4700000000003,Debit,Albuquerque,Branch,Student,2.0
655.15,26.0,264.0,1.0,5587.44,Debit,Seattle,ATM,Engineer,1.0
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,Online,Engineer,1.0
41.51,28.0,48.0,1.0,609.5999999999999,Debit,Phoenix,Online,Student,2.0
71.53,68.0,39.0,1.0,2393.73,Credit,Jacksonville,Branch,Retired,0.0
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,Branch,Retired,0.0
235.4,28.0,70.0,1.0,818.3599999999999,Debit,Detroit,Branch,Student,2.0
159.32,18.0,100.00000000000001,1.0,304.44,Debit,Seattle,Branch,Student,2.0
50.83,30.0,48.0,1.0,9553.42,Credit,Philadelphia,Online,Doctor,3.0
56.89,59.0,56.0,1.0,3034.67,Credit,Houston,Branch,Engineer,1.0
20.22,43.0,138.0,1.0,5515.32,Debit,Jacksonville,ATM,Engineer,1.0
50.4,36.0,84.00000000000001,1.0,1677.01,Debit,San Antonio,Branch,Doctor,3.0
73.88,53.0,131.0,1.0,4055.55,Debit,Los Angeles,Branch,Retired,0.0
119.61,33.0,53.00000000000001,1.0,9899.94,Debit,San Diego,ATM,Doctor,3.0
116.58,43.0,247.0,1.0,2620.74,Debit,Raleigh,Branch,Engineer,1.0
391.96,64.0,79.0,1.0,2174.16,Debit,Nashville,ATM,Retired,0.0
156.26,46.0,160.0,1.0,7854.100000000001,Credit,Virginia Beach,Branch,Engineer,1.0
427.0,49.0,163.0,1.0,8253.65,Credit,Oklahoma City,Branch,Engineer,1.0
443.68,18.0,137.0,1.0,874.1499999999999,Debit,Tucson,ATM,Student,2.0
101.76,31.0,26.0,1.0,6043.25,Debit,Philadelphia,Branch,Doctor,3.0
67.57,37.0,107.0,1.0,2766.12,Debit,Charlotte,Branch,Engineer,1.0
326.29,56.0,179.0,1.0,8171.259999999999,Debit,Denver,Online,Engineer,1.0
158.56,33.0,100.00000000000001,1.0,5401.21,Debit,Sacramento,ATM,Doctor,3.0
56.02,27.0,142.0,1.0,3548.02,Debit,Memphis,Online,Student,2.0
288.28,27.0,36.0,1.0,160.83,Debit,Portland,Online,Student,2.0
245.67,24.0,107.0,1.0,752.2499999999999,Credit,Portland,Branch,Student,2.0
114.35,41.0,21.000000000000004,1.0,469.12,Credit,El Paso,Branch,Engineer,1.0
373.27,61.0,79.0,1.0,8441.61,Credit,Miami,Online,Doctor,3.0
504.63000000000005,60.0,168.00000000000003,1.0,3806.16,Debit,Portland,Online,Engineer,1.0
820.15,47.0,181.0,1.0,8802.97,Debit,Kansas City,Branch,Doctor,3.0
8.37,63.0,135.0,1.0,1106.34,Debit,Colorado Springs,ATM,Retired,0.0
197.49,53.0,30.0,1.0,5005.33,Credit,Fresno,Online,Retired,0.0
637.97,58.0,90.0,1.0,7949.03,Debit,New York,Branch,Retired,0.0
13.52,26.0,65.0,1.0,259.77,Debit,Seattle,ATM,Student,2.0
432.1,49.0,240.0,1.0,2114.3,Debit,San Francisco,ATM,Engineer,1.0
642.68,50.0,94.0,1.0,8461.46,Debit,Fresno,Branch,Doctor,3.0
78.44,52.0,292.0,1.0,6870.84,Credit,San Jose,Online,Retired,0.0
139.72,49.0,201.0,1.0,5058.83,Debit,Memphis,Branch,Engineer,1.0
499.99,31.0,296.0,1.0,8885.0,Debit,San Jose,Branch,Engineer,1.0
10.07,24.0,49.0,1.0,530.81,Debit,Albuquerque,Online,Student,2.0
120.61999999999999,23.0,85.0,1.0,9379.53,Debit,Raleigh,ATM,Student,2.0
578.49,59.0,180.0,1.0,6475.13,Debit,Nashville,Branch,Retired,0.0
280.92,41.0,168.00000000000003,1.0,5298.85,Debit,Phoenix,Online,Doctor,3.0
42.42,21.0,102.0,1.0,490.57,Debit,Sacramento,Online,Student,2.0
77.03,67.0,259.0,1.0,11310.27,Debit,Fresno,ATM,Doctor,3.0
22.59,62.0,45.0,1.0,3988.75,Debit,Seattle,ATM,Retired,0.0
568.76,51.0,155.0,1.0,7484.319999999999,Debit,Baltimore,ATM,Retired,0.0
105.94,51.0,207.0,1.0,5963.1,Debit,Oklahoma City,Branch,Engineer,1.0
350.15,21.0,195.0,1.0,296.47,Credit,Fresno,ATM,Student,2.0
183.67,19.0,238.0,1.0,910.26,Debit,San Diego,Online,Student,2.0
278.27,29.0,123.0,1.0,6684.34,Debit,Tucson,Branch,Doctor,3.0
470.3,40.0,88.0,1.0,8524.09,Debit,Austin,ATM,Doctor,3.0
261.69,53.0,84.00000000000001,1.0,5126.65,Debit,Philadelphia,ATM,Retired,0.0
365.04,22.0,94.0,1.0,873.8899999999999,Debit,Virginia Beach,Branch,Student,2.0
211.1,57.0,136.0,1.0,7059.77,Debit,Miami,Branch,Retired,0.0
21.49,58.0,240.0,1.0,11991.24,Debit,Denver,ATM,Doctor,3.0
63.58,18.0,199.0,1.0,8086.040000000001,Debit,Columbus,ATM,Student,2.0
321.86,63.0,167.0,1.0,12626.49,Debit,San Antonio,ATM,Doctor,3.0
12.11,75.0,127.0,1.0,1730.28,Debit,Jacksonville,Branch,Retired,0.0
